comp_sig_gzip_ratio,comp_sig_lzma_ratio,comp_sig_lempel_ziv_complexity,comp_rr_approx_entropy,comp_rr_permutation_entropy,OTHER_vs_NORM
-0.5467555338260753,-0.31783527309306714,-0.5867110760912183,-0.2756510596464944,-1.2629242446909494,0
-0.019258981428079143,-0.18756172277402314,-0.8979708365498371,-0.07599411725063848,0.7498704295125505,1
0.6651511023794469,0.7569215170390432,-0.08091396534596365,0.9023004181866974,0.9147871524479079,0
-1.4414965214378657,-1.4577288383846987,-0.19763637551794613,-0.18350541791655345,0.6243911935844265,0
1.2594193702708603,1.033752811467011,1.2030325465458374,0.5780253589781154,0.4981213686293445,0
-0.6836375505875804,-1.0180556060579264,-1.0146932467218188,0.3952207410623302,-0.7930078584240925,0
1.4931203744978208,1.3594366872646202,-0.19763637551794613,2.578343258575805,0.34518369858706816,1
-0.7737793665036938,-0.7900768929996003,-0.8201558964351823,-0.22275850878342973,-0.8740755636124581,0
0.925560792803774,1.033752811467011,-0.19763637551794613,0.6607234542325278,-0.2494417321367613,1
0.20776485124953936,0.18697473439322673,-0.5478036060338917,3.3169461388575123,1.0149027295312998,1
1.7334985502741223,1.2942999121050978,-0.5088961359765642,-0.2647405753829878,0.909076890919322,1
1.4063171443563778,1.392005074844381,1.2808474866604922,1.0357124955864176,0.8980327851535389,1
-2.1559538772174296,-2.2719385278787216,-0.39217372580458176,-0.9584827191501256,-0.059399559525643235,0
0.4614973701245246,0.4638060288211945,2.5258865284949663,0.9210507330703235,0.9337153069245697,0
1.069119981114621,1.0826053928366526,0.4637906154566184,-1.1187554643117514,0.3892228840555374,0
0.29456808139098145,0.5615111915604778,-0.08091396534596365,0.4637398372898901,0.40646135483232915,0
0.09091434913605916,0.36610086608191234,0.6972354358005824,0.4219288599913151,0.9421990150284888,1
-0.23626705678168525,-0.36668785446270874,-1.1703231269511278,0.27401907467443765,0.8335024925414016,0
1.5465377468925543,1.3594366872646202,1.0863101363738557,1.7970294360609316,0.951035013751926,0
-0.2830072576270777,-0.12242494761450172,-0.4310811958619091,-0.30935500910046043,-1.0509734843216907,1
-1.120992287069463,-1.1971817377466114,-0.8201558964351823,-0.22275850878342973,-0.825673899654273,0
1.436364416328416,1.245447330735456,0.07471591488334527,-0.22275850878342643,-0.09393326566432841,1
0.7853401902675976,0.6917847418795205,-1.0146932467218188,0.061668740490184525,0.6311849883865991,1
-0.6268815924181755,-0.6272349551007955,-0.35326625574725506,-0.2756510596464944,-0.7848872166738774,1
0.9622852363251532,1.0826053928366526,1.9422744776350558,-1.1187554643117514,-0.16395520900413388,1
-0.9340314836878951,-0.9529188308984049,-0.7034334862632008,0.5328841459942808,0.5095337449462183,1
-1.862158329046394,-2.1579491713495584,-1.4037679472950917,1.382123953425376,0.13573986933237409,1
1.8703805670356273,1.489710237583663,-0.8201558964351823,-0.2756510596464944,0.9051124296105276,1
-0.3130545295991149,0.007848602704542263,1.125217606431183,1.7783898788600625,0.6287328936098142,0
-0.7303777514329728,-1.0506239936376875,-0.9757857766644912,-0.3021394149930495,0.29283554649231375,1
-2.012394688906583,-2.1579491713495584,-0.8201558964351823,-0.3021394149930495,0.9147871524479141,1
1.1025058388613296,0.9360476487277276,1.3975698968324735,-1.1762733767173916,0.5095337449462183,0
-0.9373700694625656,-1.0343397998478072,-1.0536007167791464,-0.9584827191501256,0.5188317371298173,1
-1.1042993581961087,-1.0994765750073288,-0.5867110760912183,-0.7818194154714104,0.9529685757340299,0
-0.8605825966451359,-0.8063610867894812,-0.19763637551794613,0.3414797805288475,0.6797711510363041,0
0.49154464209656273,0.39866925366167305,-0.9757857766644912,-1.1762733767173916,0.5095337449462183,1
0.975639579423837,0.9197634549378478,-0.4310811958619091,1.116772431331242,-0.012104503036910248,1
0.471513127448537,0.6429321605098801,-0.19763637551794613,1.4809181290033009,0.8335101880816745,1
-0.20288119903497662,0.04041699028430298,0.03580844482601786,0.7335660580381165,0.8385613965048878,0
1.4864432029484789,1.392005074844381,2.6815164087242747,-1.2447699277396904,-1.1472594396150797,0
-0.34310180157115305,-0.2689826917234255,-0.6256185461485457,-1.3277232594373092,-2.192274883556252,0
-0.9540629983359199,-1.0831923812174484,-0.8201558964351823,-1.2447699277396904,-0.7448020909206114,1
1.6867583494287306,1.4082892686342607,0.6194204956859276,0.38765591793311716,0.3554840102691091,0
1.7234827929501098,1.4571418500039024,0.658327965743255,-1.1187554643117514,-2.27645476685964,1
1.3261910857642776,1.3757208810545,1.9422744776350558,-0.2756510596464944,0.6368075304808831,1
1.9004278390076654,1.619983787902707,1.358662426775146,-1.3277232594373092,-1.0075292609272835,1
-0.5467555338260753,-0.5295297923615134,0.5416055555712732,-0.22275850878342643,-0.825673899654273,1
0.11094586378408397,0.4475218350313147,0.191438325055327,-1.0697714212619565,0.6463658013874503,1
-0.032613324526762966,0.007848602704542263,-0.31435878568992764,0.20591458211985306,0.7703675800638599,1
0.2311349516722356,0.36610086608191234,-0.0030990252313095523,-0.2524729630328498,-0.3748860627227082,0
0.9689624078744951,1.3757208810545,4.665797381647968,-1.3277232594373092,-1.4547040928100263,0
-0.6903147221369222,-0.4481088234121111,0.30816073522730925,-1.1762733767173916,0.8754040619411921,0
-0.4031963455152284,-0.4969614047817516,-1.0536007167791464,2.036510726578669,0.4732226127811253,1
0.7653086756195728,0.903479261147967,0.6972354358005824,-0.3467339046829894,0.15738118516142793,0
